est_type,Tstop,est
observed,0.0416666666666667,0.981390199711236
observed,0.0833333333333333,0.963847169376404
observed,0.125,0.948345421724268
observed,0.166666666666667,0.937570301286374
observed,0.208333333333333,0.92578028820893
observed,0.25,0.912363994249892
observed,0.291666666666667,0.902369176509499
observed,0.333333333333333,0.891851776268536
observed,0.375,0.883166713259626
observed,0.416666666666667,0.873093975997225
observed,0.458333333333333,0.86648827129079
observed,0.5,0.85887170663351
observed,0.541666666666667,0.850234369959515
observed,0.583333333333333,0.842329275781104
observed,0.625,0.83478318481257
observed,0.666666666666667,0.828600284318715
observed,0.708333333333333,0.821134687697144
observed,0.75,0.814788335708347
observed,0.791666666666667,0.808559084820596
observed,0.833333333333333,0.801804999696462
observed,0.875,0.796310049381284
observed,0.916666666666667,0.792085244002219
observed,0.958333333333333,0.785028488511696
observed,1,0.778598232309352
observed,1.04166666666667,0.77344385647264
observed,1.08333333333333,0.769178505436292
observed,1.125,0.764250943226652
observed,1.16666666666667,0.758662813770902
observed,1.20833333333333,0.754492739573947
observed,1.25,0.749924816666895
observed,1.29166666666667,0.745349729110452
observed,1.33333333333333,0.740765862113802
observed,1.375,0.737090153163937
observed,1.41666666666667,0.730640432488278
observed,1.45833333333333,0.725234072281518
observed,1.5,0.721132595207421
observed,1.54166666666667,0.717682456085958
observed,1.58333333333333,0.712887521214174
observed,1.625,0.709414776986012
observed,1.66666666666667,0.705803749941108
observed,1.70833333333333,0.700570423866033
observed,1.75,0.697338672028378
observed,1.79166666666667,0.694234500137333
observed,1.83333333333333,0.690036374243957
observed,1.875,0.685829328977946
observed,1.91666666666667,0.682564440790869
observed,1.95833333333333,0.679425314144614
observed,2,0.673810815530036
observed,2.04166666666667,0.670105620562553
observed,2.08333333333333,0.666670664245692
observed,2.125,0.664325312156222
observed,2.16666666666667,0.660039444891826
observed,2.20833333333333,0.655326170435466
observed,2.25,0.652965059071654
observed,2.29166666666667,0.650182331587919
observed,2.33333333333333,0.647531845993664
observed,2.375,0.64543352368849
observed,2.41666666666667,0.641923770296489
observed,2.45833333333333,0.63798190700677
observed,2.5,0.635721497648542
observed,2.54166666666667,0.631756031106987
observed,2.58333333333333,0.629767811310052
observed,2.625,0.626775530707793
observed,2.66666666666667,0.622774335047696
observed,2.70833333333333,0.620479839382552
observed,2.75,0.618322963411499
observed,2.79166666666667,0.61616125857791
observed,2.83333333333333,0.613849272508596
observed,2.875,0.611530943730253
observed,2.91666666666667,0.608772992487515
observed,2.95833333333333,0.606298715026232
observed,3,0.604400658712402
observed,3.04166666666667,0.60161884125935
observed,3.08333333333333,0.59941807997161
observed,3.125,0.598239859838697
observed,3.16666666666667,0.595876108092694
observed,3.20833333333333,0.594246665324981
observed,3.25,0.592166165768523
observed,3.29166666666667,0.590377026580893
observed,3.33333333333333,0.58843522019844
observed,3.375,0.586487977939239
observed,3.41666666666667,0.58363271993903
observed,3.45833333333333,0.581823977218244
observed,3.5,0.579707814953865
observed,3.54166666666667,0.577737246774255
observed,3.58333333333333,0.576063399581851
observed,3.625,0.574075265895246
observed,3.66666666666667,0.571621166395402
observed,3.70833333333333,0.569006514010173
observed,3.75,0.566694811372602
observed,3.79166666666667,0.564529697537338
observed,3.83333333333333,0.562357740999281
observed,3.875,0.560645299022806
observed,3.91666666666667,0.557989904108975
observed,3.95833333333333,0.556424581078341
observed,4,0.555638624154605
observed,4.04166666666667,0.553745066051202
observed,4.08333333333333,0.552159533564894
observed,4.125,0.549931931930671
observed,4.16666666666667,0.547858932594384
observed,4.20833333333333,0.546898945192479
observed,4.25,0.544814646163885
observed,4.29166666666667,0.543045716320332
observed,4.33333333333333,0.541109864088704
observed,4.375,0.538846377837257
observed,4.41666666666667,0.536575937631647
observed,4.45833333333333,0.534459926533266
observed,4.5,0.531520480709939
observed,4.54166666666667,0.529881803490113
observed,4.58333333333333,0.528566036223298
observed,4.625,0.527906050070817
observed,4.66666666666667,0.52541737564035
observed,4.70833333333333,0.524085410022816
observed,4.75,0.523250026126163
observed,4.79166666666667,0.522076278885437
observed,4.83333333333333,0.52039530450021
observed,4.875,0.519047564526741
observed,4.91666666666667,0.517694440856346
observed,4.95833333333333,0.516675300270273
observed,5,0.514802668949215
observed,5.04166666666667,0.513607153621917
observed,5.08333333333333,0.512408562547353
observed,5.125,0.510691890122528
observed,5.16666666666667,0.508626976916691
observed,5.20833333333333,0.506897125228226
observed,5.25,0.50411870051853
observed,5.29166666666667,0.502374939508947
observed,5.33333333333333,0.500098211239924
observed,5.375,0.499043828071942
observed,5.41666666666667,0.497633226460364
observed,5.45833333333333,0.496925038500891
observed,5.5,0.495682596598367
observed,5.54166666666667,0.493543846721936
observed,5.58333333333333,0.492114707459127
observed,5.625,0.491218518136263
observed,5.66666666666667,0.48959666358842
observed,5.70833333333333,0.488329881265946
observed,5.75,0.487422069131922
observed,5.79166666666667,0.486511135773063
observed,5.83333333333333,0.485049727426109
observed,5.875,0.483950667332193
observed,5.91666666666667,0.483398981358618
observed,5.95833333333333,0.481922739332486
observed,6,0.479887816857612
observed,6.04166666666667,0.479145745321194
observed,6.08333333333333,0.476725810217765
observed,6.125,0.475793319961612
observed,6.16666666666667,0.475045142003635
observed,6.20833333333333,0.474105796662741
observed,6.25,0.472408817248079
observed,6.29166666666667,0.470704043385809
observed,6.33333333333333,0.469178875770327
observed,6.375,0.468221365943239
observed,6.41666666666667,0.46630155493794
observed,6.45833333333333,0.465146149352747
observed,6.5,0.464372274639424
observed,6.54166666666667,0.463594594293646
observed,6.58333333333333,0.462620163629471
observed,6.625,0.460665528771946
observed,6.66666666666667,0.459682625453495
observed,6.70833333333333,0.458498549578815
observed,6.75,0.45730910013623
observed,6.79166666666667,0.455714644156222
observed,6.83333333333333,0.455114404469968
observed,6.875,0.453910483538924
observed,6.91666666666667,0.452501177220872
observed,6.95833333333333,0.450482696553228
observed,7,0.450077038521045
observed,7.04166666666667,0.448244972839704
observed,7.08333333333333,0.447018390404159
observed,7.125,0.445990568231468
observed,7.16666666666667,0.444750364779284
observed,7.20833333333333,0.443922537204078
observed,7.25,0.4428844548349
observed,7.29166666666667,0.442049020406325
observed,7.33333333333333,0.441419320947057
observed,7.375,0.44015631629711
observed,7.41666666666667,0.439311887031325
observed,7.45833333333333,0.438675611654866
observed,7.5,0.436972841825498
observed,7.54166666666667,0.435691391629241
observed,7.58333333333333,0.43418710066783
observed,7.625,0.433754750972605
observed,7.66666666666667,0.432453051226002
observed,7.70833333333333,0.432018315731445
observed,7.75,0.430928018243842
observed,7.79166666666667,0.429177384069901
observed,7.83333333333333,0.428958080347842
observed,7.875,0.427853541894705
observed,7.91666666666667,0.427409939072101
observed,7.95833333333333,0.426741992253899
observed,8,0.425846531196242
observed,8.04166666666667,0.424949775884037
observed,8.08333333333333,0.424725172408412
observed,8.125,0.424045973341415
observed,8.16666666666667,0.422908753223064
observed,8.20833333333333,0.421076974193529
observed,8.25,0.419694249956124
observed,8.29166666666667,0.418538320848115
observed,8.33333333333333,0.417607455013558
observed,8.375,0.416906638764198
observed,8.41666666666667,0.415500540202483
observed,8.45833333333333,0.414560490715538
observed,8.5,0.413377785077066
observed,8.54166666666667,0.412426807062062
observed,8.58333333333333,0.410753734831686
observed,8.625,0.410513668358962
observed,8.66666666666667,0.408825719618779
observed,8.70833333333333,0.408340466539113
observed,8.75,0.406394241246062
observed,8.79166666666667,0.404927698978041
observed,8.83333333333333,0.403203391774062
observed,8.875,0.401968386131204
observed,8.91666666666667,0.401472435007045
observed,8.95833333333333,0.400479611486405
observed,9,0.398486547167587
observed,9.04166666666667,0.397736572486594
observed,9.08333333333333,0.397235644813437
observed,9.125,0.396480123698585
observed,9.16666666666667,0.395975534801199
observed,9.20833333333333,0.395721541513963
observed,9.25,0.395211590650171
observed,9.29166666666667,0.393163528694944
observed,9.33333333333333,0.392650260380721
observed,9.375,0.391359320314195
observed,9.41666666666667,0.390580233959922
observed,9.45833333333333,0.390059112900603
observed,9.5,0.389272521175794
observed,9.54166666666667,0.388745228138678
observed,9.58333333333333,0.387951690262655
observed,9.625,0.387686333429369
observed,9.66666666666667,0.387151039715726
observed,9.70833333333333,0.387151039715726
observed,9.75,0.386065249231159
observed,9.79166666666667,0.385518601384307
observed,9.83333333333333,0.385243034120987
observed,9.875,0.38441057233489
observed,9.91666666666667,0.383850606283306
observed,9.95833333333333,0.383005738855753
observed,10,0.38243958107474
observed,10.0416666666667,0.381587610666722
observed,10.0833333333333,0.380161208283266
observed,10.125,0.379586726819357
observed,10.1666666666667,0.379586726819357
observed,10.2083333333333,0.377851241166793
observed,10.25,0.376691298753388
observed,10.2916666666667,0.375523485162129
observed,10.3333333333333,0.374644037987921
observed,10.375,0.374349274779434
observed,10.4166666666667,0.373461021326372
observed,10.4583333333333,0.372868696153769
observed,10.5,0.372868696153769
observed,10.5416666666667,0.372569203225131
observed,10.5833333333333,0.371071255528833
observed,10.625,0.369859840756821
observed,10.6666666666667,0.368644937214977
observed,10.7083333333333,0.368644937214977
observed,10.75,0.367418668036848
observed,10.7916666666667,0.366493693899203
observed,10.8333333333333,0.364944420806458
observed,10.875,0.363701259310291
observed,10.9166666666667,0.363077146980319
observed,10.9583333333333,0.361510258085074
observed,11,0.360566639230979
observed,11.0416666666667,0.360250075017431
observed,11.0833333333333,0.359932113786171
observed,11.125,0.359613025032814
observed,11.1666666666667,0.358970570183304
observed,11.2083333333333,0.357355892357283
observed,11.25,0.357030134934897
observed,11.2916666666667,0.35637802401067
observed,11.3333333333333,0.35637802401067
observed,11.375,0.35637802401067
observed,11.4166666666667,0.356047432151662
observed,11.4583333333333,0.356047432151662
observed,11.5,0.355375006582558
observed,11.5416666666667,0.354698423530041
observed,11.5833333333333,0.354356710212575
observed,11.625,0.35401334130733
observed,11.6666666666667,0.352636181367529
observed,11.7083333333333,0.35124955063114
observed,11.75,0.350901778798832
observed,11.7916666666667,0.349849071353855
observed,11.8333333333333,0.349144085282339
observed,11.875,0.348437314429379
observed,11.9166666666667,0.347724759209708
observed,11.9583333333333,0.347724759209708
observed,12,0.347007799417737
observed,12.0416666666667,0.345559281293958
observed,12.0833333333333,0.345194767284155
observed,12.125,0.344463808982814
observed,12.1666666666667,0.343727360962923
observed,12.2083333333333,0.342978906598479
observed,12.25,0.341851922239448
observed,12.2916666666667,0.340722037699593
observed,12.3333333333333,0.339964877615816
observed,12.375,0.339206873429382
observed,12.4166666666667,0.33691446324586
observed,12.4583333333333,0.336144371030184
observed,12.5,0.335757107929919
observed,12.5416666666667,0.334974912356249
observed,12.5833333333333,0.334185805541392
observed,12.625,0.333788910285404
observed,12.6666666666667,0.332590141124618
observed,12.7083333333333,0.332590141124618
observed,12.75,0.331779931309307
observed,12.7916666666667,0.331370326455839
observed,12.8333333333333,0.330546019607605
observed,12.875,0.330546019607605
observed,12.9166666666667,0.329299710308502
observed,12.9583333333333,0.328042300673571
observed,13,0.326770793451511
observed,13.0416666666667,0.326345310647537
observed,13.0833333333333,0.32591477593692
observed,13.125,0.325048551519178
observed,13.1666666666667,0.324613412895993
observed,13.2083333333333,0.323736079347626
observed,13.25,0.322853964690003
observed,13.2916666666667,0.322408033799547
observed,13.3333333333333,0.321055893775074
observed,13.375,0.320602424998555
observed,13.4166666666667,0.320602424998555
observed,13.4583333333333,0.319676495967135
observed,13.5,0.319676495967135
observed,13.5416666666667,0.318267537101999
observed,13.5833333333333,0.317793218864887
observed,13.625,0.317313892742919
observed,13.6666666666667,0.31586202138517
observed,13.7083333333333,0.31586202138517
observed,13.75,0.313900145475945
observed,13.7916666666667,0.313407366597647
observed,13.8333333333333,0.313407366597647
observed,13.875,0.312905914811091
observed,13.9166666666667,0.312403658126001
observed,13.9583333333333,0.310874765835009
observed,14,0.309851299399156
observed,14.0416666666667,0.309334880566824
observed,14.0833333333333,0.309334880566824
observed,14.125,0.308810584159084
observed,14.1666666666667,0.308279068523698
observed,14.2083333333333,0.308279068523698
observed,14.25,0.307200214230518
observed,14.2916666666667,0.307200214230518
observed,14.3333333333333,0.306103063598615
observed,14.375,0.306103063598615
observed,14.4166666666667,0.306103063598615
observed,14.4583333333333,0.306103063598615
observed,14.5,0.304966187621761
observed,14.5416666666667,0.302686066592813
observed,14.5833333333333,0.302111709730208
observed,14.625,0.302111709730208
observed,14.6666666666667,0.301527354392239
observed,14.7083333333333,0.300350658910981
observed,14.75,0.299163474280574
observed,14.7916666666667,0.297966810790959
observed,14.8333333333333,0.296164577481436
observed,14.875,0.295562616958099
observed,14.9166666666667,0.294954463425264
observed,14.9583333333333,0.294343791658338
observed,15,0.294343791658338
extrapolated,15.5,0.288627432369994
extrapolated,16,0.28299939667613
extrapolated,16.5,0.277449998080215
extrapolated,17,0.271963261040894
extrapolated,17.5,0.266542903976613
extrapolated,18,0.261181688766552
extrapolated,18.5,0.255873309711731
extrapolated,19,0.250619624990906
extrapolated,19.5,0.245418849625632
extrapolated,20,0.240268510018285
extrapolated,20.5,0.235169048980024
extrapolated,21,0.230115712250329
extrapolated,21.5,0.225108839819543
extrapolated,22,0.220147937984315
extrapolated,22.5,0.21523772246575
extrapolated,23,0.210376448644939
extrapolated,23.5,0.20556676890123
extrapolated,24,0.200809511836068
extrapolated,24.5,0.196103382024322
extrapolated,25,0.191450539775367
extrapolated,25.5,0.186857449883913
extrapolated,26,0.182316116919221
extrapolated,26.5,0.177826731999757
extrapolated,27,0.173385718629402
extrapolated,27.5,0.168997197125445
extrapolated,28,0.164654974179018
extrapolated,28.5,0.160362446327971
extrapolated,29,0.156119435810305
extrapolated,29.5,0.151933063243526
extrapolated,30,0.147800924509966
extrapolated,30.5,0.143728398257843
extrapolated,31,0.139711254520172
extrapolated,31.5,0.135753842337261
extrapolated,32,0.131849546734465
extrapolated,32.5,0.12800387270052
extrapolated,33,0.124215003055528
extrapolated,33.5,0.12048572005528
extrapolated,34,0.116814813662451
extrapolated,34.5,0.11320375921211
extrapolated,35,0.109650049718223
extrapolated,35.5,0.106159090306619
extrapolated,36,0.102730607314837
extrapolated,36.5,0.0993624749043802
extrapolated,37,0.0960546402861072
extrapolated,37.5,0.0928105729330686
extrapolated,38,0.0896313403771035
extrapolated,38.5,0.0865112496428746
extrapolated,39,0.0834537620635032
extrapolated,39.5,0.0804582345257179
extrapolated,40,0.0775293487983327
extrapolated,40.5,0.0746644755841546
extrapolated,41,0.0718647285586772
extrapolated,41.5,0.0691265575245105
extrapolated,42,0.0664550357740342
extrapolated,42.5,0.0638476301878219
extrapolated,43,0.0613047205432198
extrapolated,43.5,0.0588222666379643
extrapolated,44,0.056404611888415
extrapolated,44.5,0.0540478766711507
extrapolated,45,0.051755644403292
extrapolated,45.5,0.0495224040290664
extrapolated,46,0.0473524739612774
extrapolated,46.5,0.0452444953134169
extrapolated,47,0.0431994181194052
extrapolated,47.5,0.0412145257071659
extrapolated,48,0.0392904367085846
extrapolated,48.5,0.0374242498778754
extrapolated,49,0.0356187696218292
extrapolated,49.5,0.0338728569357306
extrapolated,50,0.0321850879136644
extrapolated,50.5,0.030553764263699
extrapolated,51,0.0289809654966736
extrapolated,51.5,0.0274652876743127
extrapolated,52,0.0260068478109929
extrapolated,52.5,0.0246032590831861
extrapolated,53,0.023254589199371
extrapolated,53.5,0.021960861275066
extrapolated,54,0.020720752714721
extrapolated,54.5,0.0195343443793543
extrapolated,55,0.0183998310660686
extrapolated,55.5,0.0173159020791546
extrapolated,56,0.016279891724216
extrapolated,56.5,0.0152936484334833
extrapolated,57,0.0143556631676295
extrapolated,57.5,0.0134633679707131
extrapolated,58,0.012615869857553
extrapolated,58.5,0.0118142300416424
extrapolated,59,0.0110560451744446
extrapolated,59.5,0.0103390794947548
extrapolated,60,0.00966177375353673
extrapolated,60.5,0.00902284259793214
extrapolated,61,0.00841898715304143
extrapolated,61.5,0.00785120009828525
extrapolated,62,0.00731666390204436
extrapolated,62.5,0.00681273103456617
extrapolated,63,0.00633807995264228
extrapolated,63.5,0.00589209298413583
extrapolated,64,0.00547393968887656
extrapolated,64.5,0.00508122241255092
extrapolated,65,0.0047117935656046
extrapolated,65.5,0.00436479957687432
extrapolated,66,0.00403896763313812
extrapolated,66.5,0.00373337009081849
extrapolated,67,0.00344604145270222
extrapolated,67.5,0.0031754509938234
extrapolated,68,0.00292031963766159
extrapolated,68.5,0.00268080771419746
extrapolated,69,0.00245606437170031
extrapolated,69.5,0.00224570185123507
extrapolated,70,0.00204878918744764
extrapolated,70.5,0.00186509308351514
extrapolated,71,0.00169294659332821
extrapolated,71.5,0.00153220267659746
extrapolated,72,0.00138206528831911
extrapolated,72.5,0.00124241006723061
extrapolated,73,0.00111215995768788
extrapolated,73.5,0.000992105675456224
extrapolated,74,0.000881519233448563
extrapolated,74.5,0.000780302521404188
extrapolated,75,0.000687161055275131
extrapolated,75.5,0.000602746955532289
extrapolated,76,0.000526125716059618
extrapolated,76.5,0.000457549343975706
extrapolated,77,0.000395774042923361
extrapolated,77.5,0.000340474106027655
extrapolated,78,0.00029128377881283
extrapolated,78.5,0.000248209133996179
extrapolated,79,0.000210342214964489
extrapolated,79.5,0.000177450156092856
extrapolated,80,0.000148795707778438
extrapolated,80.5,0.000124315582191994
extrapolated,81,0.000103406386559031
extrapolated,81.5,8.58500370293319e-05
extrapolated,82,7.10745848062536e-05
extrapolated,82.5,5.8769337582458e-05
extrapolated,83,4.85167013108362e-05
extrapolated,83.5,4.00363064263266e-05
extrapolated,84,3.30249573473683e-05
extrapolated,84.5,2.72414691850372e-05
extrapolated,85,2.24708130749022e-05
extrapolated,85.5,1.8535617033627e-05
extrapolated,86,1.52895713062121e-05
extrapolated,86.5,1.26119886003063e-05
extrapolated,87,1.04033169582478e-05
extrapolated,87.5,8.58143843637292e-06
extrapolated,88,7.07861597727022e-06
extrapolated,88.5,5.83897496033813e-06
extrapolated,89,4.81642579523061e-06
extrapolated,89.5,3.97295032065344e-06
extrapolated,90,3.27718829718308e-06
extrapolated,90.5,2.7032714402095e-06
extrapolated,91,2.22986164259576e-06
extrapolated,91.5,1.83935762837588e-06
extrapolated,92,1.51724054104365e-06
extrapolated,92.5,1.25153413554442e-06
extrapolated,93,1.03235950402136e-06
extrapolated,93.5,8.51567780114612e-07
extrapolated,94,7.02437165836688e-07
extrapolated,94.5,5.79423016547512e-07
extrapolated,95,4.77951692241572e-07
extrapolated,95.5,3.9425051058159e-07
extrapolated,96,3.25207479368615e-07
extrapolated,96.5,2.68255593331439e-07
extrapolated,97,2.21277393414548e-07
extrapolated,97.5,1.82526240099085e-07
extrapolated,98,1.50561373715631e-07
extrapolated,98.5,1.24194347304983e-07
extrapolated,99,1.02444840412007e-07
extrapolated,99.5,8.45042109788565e-08
extrapolated,100,6.97054302045859e-08
extrapolated,100.5,5.74982825556719e-08
extrapolated,101,4.74289088690595e-08
extrapolated,101.5,3.9122931964646e-08
extrapolated,102,3.22715373810511e-08
extrapolated,102.5,2.66199917193755e-08
extrapolated,103,2.19581717094061e-08
extrapolated,103.5,1.81127518709487e-08
extrapolated,104,1.49407603092027e-08
extrapolated,104.5,1.23242630500053e-08
extrapolated,105,1.01659792796604e-08
extrapolated,105.5,8.38566446489795e-09
extrapolated,106,6.91712687813006e-09
extrapolated,106.5,5.70576660304417e-09
extrapolated,107,4.70654552128374e-09
extrapolated,107.5,3.88231280475048e-09
extrapolated,108,3.20242365568759e-09
extrapolated,108.5,2.64159993959235e-09
extrapolated,109,2.17899034953139e-09
extrapolated,109.5,1.79739515896705e-09
extrapolated,110,1.48262673956907e-09
extrapolated,110.5,1.22298206819945e-09
extrapolated,111,1.00880761099191e-09
extrapolated,111.5,8.32140407008194e-10
extrapolated,112,6.86412007037596e-10
extrapolated,112.5,5.66204260047119e-10
extrapolated,113,4.67047867474068e-10
extrapolated,113.5,3.85256215652497e-10
extrapolated,114,3.17788308298237e-10
extrapolated,114.5,2.62135702911404e-10
extrapolated,115,2.16229247415765e-10
